"","CourseTitle","Term","Faculty","CourseSection","Phase","Area","Campus","Meeting Pattern","Bids","Closing Cost","Seats Available","Total seats","Enrolled","Program","WaitList","OpenSeats","Class","InstructorOverall","Learning","Difficulty","Global","Examples","Workload","Total Responses","Number of enrollees","year","quarter","phase","course","credit","eff"
"2307","Finance I","Fall 2016","Israel, Ronen","FINC-430-0 (71)","Fall 2016 Bidding Phase I","FINC","Chicago","Non-Standard Meetings",46,0,65,65,46,"Evening",0,19,4,4.3,4.8,5.1,4.5,4.9,3.6,44,48,2016,"Fall","I","FINC-430",1,0
"2308","Finance I","Fall 2016","Israel, Ronen","FINC-430-0 (71)","Fall 2016 Bidding Phase II","FINC","Chicago","Non-Standard Meetings",2,0,25,65,2,"Evening",0,23,4,4.3,4.8,5.1,4.5,4.9,3.6,44,48,2016,"Fall","II","FINC-430",1,0
"2309","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (71)","Fall 2016 Bidding Phase I","FINC","Chicago","Wed 6:00 PM - 9:00 PM",35,0,50,50,35,"Evening",0,15,4.8,5.2,5.3,5.3,4.7,5,3.2,26,34,2016,"Fall","I","FINC-431",1,0
"2310","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (71)","Fall 2016 Bidding Phase II","FINC","Chicago","Wed 6:00 PM - 9:00 PM",4,0,15,50,4,"Evening",0,11,4.8,5.2,5.3,5.3,4.7,5,3.2,26,34,2016,"Fall","II","FINC-431",1,0
"2311","Financial Decisions","Fall 2016","Raviv, Artur","FINC-442-0 (81)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",3,0,10,10,3,"Evening",0,7,5.2,5.4,5.5,5.7,4.4,5,4.3,47,49,2016,"Fall","I","FINC-442",1,0
"2312","Financial Decisions","Fall 2016","Raviv, Artur","FINC-442-0 (81)","Fall 2016 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",0,0,8,10,0,"Evening",0,8,5.2,5.4,5.5,5.7,4.4,5,4.3,47,49,2016,"Fall","II","FINC-442",1,0
"2313","Investments","Fall 2016","Unknown","FINC-460-0 (X71)","Fall 2016 Bidding Phase I","FINC","Chicago",NA,9,0,65,65,9,"Evening",0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fall","I","FINC-460",1,NA
"2314","Investments","Fall 2016","Unknown","FINC-460-0 (X71)","Fall 2016 Bidding Phase II","FINC","Chicago",NA,1,0,58,65,1,"Evening",0,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,"Fall","II","FINC-460",1,NA
"2315","Investment Banking","Fall 2016","Stowell, David","FINC-461-0 (70)","Fall 2016 Bidding Phase I","FINC","Chicago","Mon 6:00 PM - 9:00 PM",16,0,30,30,16,"Evening",0,14,5.3,5.4,5.4,5.2,5.5,5.8,2.6,13,15,2016,"Fall","I","FINC-461",1,0
"2316","Investment Banking","Fall 2016","Stowell, David","FINC-461-0 (70)","Fall 2016 Bidding Phase II","FINC","Chicago","Mon 6:00 PM - 9:00 PM",2,0,16,30,2,"Evening",0,14,5.3,5.4,5.4,5.2,5.5,5.8,2.6,13,15,2016,"Fall","II","FINC-461",1,0
"2317","Securities Analysis","Fall 2016","Vincent, Linda","FINC-463-0 (81)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",4,0,10,10,4,"Evening",0,6,5.2,5.3,5.7,5.7,4.8,5.3,4.2,15,22,2016,"Fall","I","FINC-463",1,0
"2318","Securities Analysis","Fall 2016","Vincent, Linda","FINC-463-0 (81)","Fall 2016 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",2,0,6,10,2,"Evening",0,4,5.2,5.3,5.7,5.7,4.8,5.3,4.2,15,22,2016,"Fall","II","FINC-463",1,0
"2319","Derivative Markets I","Fall 2016","Skiadas, Constantinos","FINC-465-0 (71)","Fall 2016 Bidding Phase I","FINC","Chicago","Wed 6:00 PM - 9:00 PM",7,0,65,65,7,"Evening",0,58,4.7,5,5,5.7,4.7,4.7,3.4,9,12,2016,"Fall","I","FINC-465",1,0
"2320","Derivative Markets I","Fall 2016","Skiadas, Constantinos","FINC-465-0 (71)","Fall 2016 Bidding Phase II","FINC","Chicago","Wed 6:00 PM - 9:00 PM",1,0,58,65,1,"Evening",0,57,4.7,5,5,5.7,4.7,4.7,3.4,9,12,2016,"Fall","II","FINC-465",1,0
"2321","International Finance","Fall 2016","Rebelo, Sergio","FINC-470-0 (70)","Fall 2016 Bidding Phase I","FINC","Chicago","Non-Standard Meetings",32,0,62,62,32,"Evening",0,30,5.8,6,5.8,5.7,6,5.8,2.9,21,26,2016,"Fall","I","FINC-470",1,0
"2322","International Finance","Fall 2016","Rebelo, Sergio","FINC-470-0 (70)","Fall 2016 Bidding Phase II","FINC","Chicago","Non-Standard Meetings",2,0,33,62,2,"Evening",0,31,5.8,6,5.8,5.7,6,5.8,2.9,21,26,2016,"Fall","II","FINC-470",1,0
"2323","Investment Banking Recruiting Prep","Fall 2016","Stowell, David","FINC-944-5 (81)","Fall 2016 Bidding Phase I","FINC","Evanston","Non-Standard Meetings",1,0,10,10,1,"Evening",0,9,4.7,4.8,4.8,4.6,5,5.1,1.7,18,48,2016,"Fall","I","FINC-944",0.5,0
"2324","Investment Banking Recruiting Prep","Fall 2016","Stowell, David","FINC-944-5 (81)","Fall 2016 Bidding Phase II","FINC","Evanston","Non-Standard Meetings",0,0,9,10,0,"Evening",0,9,4.7,4.8,4.8,4.6,5,5.1,1.7,18,48,2016,"Fall","II","FINC-944",0.5,0
"2325","Financial Decisions","Fall 2016","Raviv, Artur","FINC-442-0 (81)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",29,0,37,40,37,"Full-Time",0,0,5.2,5.4,5.5,5.7,4.4,5,4.3,47,49,2016,"Fall","I","FINC-442",1,0
"2326","Decision Making and Modeling","Fall 2016","Al-Najjar, Nabil","DECS-450-0 (81)","Fall 2016 Bidding Phase I","DECS","Evanston","Thu 6:30 PM - 9:30 PM",27,0,54,55,54,"Full-Time",0,0,4.7,5,5.1,5.3,4.7,5.1,3.5,51,56,2016,"Fall","I","DECS-450",1,0
"2327","Securities Analysis","Fall 2016","Vincent, Linda","FINC-463-0 (81)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon 6:30 PM - 9:30 PM",13,0,52,55,13,"Full-Time",0,39,5.2,5.3,5.7,5.7,4.8,5.3,4.2,15,22,2016,"Fall","I","FINC-463",1,0
"2328","Securities Analysis","Fall 2016","Vincent, Linda","FINC-463-0 (81)","Fall 2016 Bidding Phase II","FINC","Evanston","Mon 6:30 PM - 9:30 PM",4,0,39,55,4,"Full-Time",0,35,5.2,5.3,5.7,5.7,4.8,5.3,4.2,15,22,2016,"Fall","II","FINC-463",1,0
"2329","Derivative Markets I","Fall 2016","Skiadas, Constantinos","FINC-465-0 (61)","Fall 2016 Bidding Phase I","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",16,0,50,50,16,"Full-Time",0,34,4.5,4.8,4.8,5.4,4.1,4,2.9,11,15,2016,"Fall","I","FINC-465",1,0
"2330","Derivative Markets I","Fall 2016","Skiadas, Constantinos","FINC-465-0 (61)","Fall 2016 Bidding Phase II","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",3,0,35,50,3,"Full-Time",0,32,4.5,4.8,4.8,5.4,4.1,4,2.9,11,15,2016,"Fall","II","FINC-465",1,0
"2331","International Finance","Fall 2016","Rebelo, Sergio","FINC-470-0 (61)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 1:30 PM - 3:00 PM",56,0,61,65,56,"Full-Time",0,5,5.6,5.9,5.5,5.3,5.9,5.8,2.8,56,65,2016,"Fall","I","FINC-470",1,0
"2332","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (76)","Fall 2016 Bidding Phase I","FINC","Chicago","Sat 9:00 AM - 12:00 PM",28,0,50,50,28,"Weekend",0,22,5.6,5.7,5.8,5.7,5.1,5.6,3.4,28,33,2016,"Fall","I","FINC-431",1,0
"2333","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (76)","Fall 2016 Bidding Phase II","FINC","Chicago","Sat 9:00 AM - 12:00 PM",4,0,23,50,4,"Weekend",0,19,5.6,5.7,5.8,5.7,5.1,5.6,3.4,28,33,2016,"Fall","II","FINC-431",1,0
"2334","Investment Banking","Fall 2016","Stowell, David","FINC-461-0 (70)","Fall 2016 Bidding Phase I","FINC","Chicago","Mon 6:00 PM - 9:00 PM",4,0,5,5,4,"Weekend",0,1,5.3,5.4,5.4,5.2,5.5,5.8,2.6,13,15,2016,"Fall","I","FINC-461",1,0
"2335","Investment Banking","Fall 2016","Stowell, David","FINC-461-0 (70)","Fall 2016 Bidding Phase II","FINC","Chicago","Mon 6:00 PM - 9:00 PM",0,0,2,5,0,"Weekend",0,2,5.3,5.4,5.4,5.2,5.5,5.8,2.6,13,15,2016,"Fall","II","FINC-461",1,0
"2336","International Finance","Fall 2016","Rebelo, Sergio","FINC-470-0 (62)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 3:30 PM - 5:00 PM",30,0,62,65,30,"Full-Time",0,32,5.6,5.8,5.6,5.4,5.9,5.8,2.4,49,55,2016,"Fall","I","FINC-470",1,0
"2337","International Finance","Fall 2016","Rebelo, Sergio","FINC-470-0 (62)","Fall 2016 Bidding Phase II","FINC","Evanston","Mon/Thu 3:30 PM - 5:00 PM",24,0,35,65,29,"Full-Time",0,6,5.6,5.8,5.6,5.4,5.9,5.8,2.4,49,55,2016,"Fall","II","FINC-470",1,0
"2338","Investment Banking Recruiting Prep","Fall 2016","Stowell, David","FINC-944-5 (81)","Fall 2016 Bidding Phase I","FINC","Evanston","Non-Standard Meetings",7,0,55,55,7,"Full-Time",0,48,4.7,4.8,4.8,4.6,5,5.1,1.7,18,48,2016,"Fall","I","FINC-944",0.5,0
"2339","Investment Banking Recruiting Prep","Fall 2016","Stowell, David","FINC-944-5 (81)","Fall 2016 Bidding Phase II","FINC","Evanston","Non-Standard Meetings",0,0,48,55,0,"Full-Time",0,48,4.7,4.8,4.8,4.6,5,5.1,1.7,18,48,2016,"Fall","II","FINC-944",0.5,0
"2340","Capital Markets","Fall 2016","Braun, Phillip","FINC-950-0 (61)","Fall 2016 Bidding Phase I","FINC","Evanston","Mon/Thu 10:30 AM - 12:00 PM",39,0,61,65,39,"Full-Time",0,22,4.3,4.8,5,4.9,4.6,5.2,2.5,39,46,2016,"Fall","I","FINC-950",1,0
"2341","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (61)","Fall 2016 Bidding Phase II","FINC","Evanston","Tue/Fri 10:30 AM - 12:00 PM",0,0,0,50,0,"Full-Time",0,0,4,3.9,4.8,4.9,4.3,4.7,3,47,50,2016,"Fall","II","FINC-431",1,0
"2342","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (62)","Fall 2016 Bidding Phase I","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",19,0,50,50,29,"Full-Time",0,21,4.2,4.4,5.1,5,4.3,5,3,26,38,2016,"Fall","I","FINC-431",1,0
"2343","Finance II","Fall 2016","Chopra, Navin","FINC-431-0 (62)","Fall 2016 Bidding Phase II","FINC","Evanston","Tue/Fri 1:30 PM - 3:00 PM",13,0,21,50,13,"Full-Time",0,8,4.2,4.4,5.1,5,4.3,5,3,26,38,2016,"Fall","II","FINC-431",1,0
"2344","Decision Making and Modeling","Fall 2016","Al-Najjar, Nabil","DECS-450-0 (81)","Fall 2016 Bidding Phase II","DECS","Evanston","Thu 6:30 PM - 9:30 PM",0,0,0,10,0,"Evening",0,0,4.7,5,5.1,5.3,4.7,5.1,3.5,51,56,2016,"Fall","II","DECS-450",1,0
"2345","Business Law","Fall 2016","Rivelli, Timothy","BLAW-435-0 (70)","Fall 2016 Bidding Phase I","BLAW","Chicago","Sat 1:30 PM - 4:30 PM",7,0,10,10,7,"Weekend",0,3,4.7,4.9,5.3,4.9,4.9,5.3,2.8,12,22,2016,"Fall","I","BLAW-435",1,0
"2346","Business Law","Fall 2016","Rivelli, Timothy","BLAW-435-0 (70)","Fall 2016 Bidding Phase II","BLAW","Chicago","Sat 1:30 PM - 4:30 PM",2,0,4,10,2,"Weekend",0,2,4.7,4.9,5.3,4.9,4.9,5.3,2.8,12,22,2016,"Fall","II","BLAW-435",1,0
"2347","Business Analytics I","Fall 2016","Gradwohl, Ronen","DECS-430-5 (71)","Fall 2016 Bidding Phase I","DECS","Chicago","Thu 6:00 PM - 9:00 PM",23,0,65,65,23,"Evening",0,42,4.3,4.9,4.9,4.8,4.3,4.8,2.6,32,34,2016,"Fall","I","DECS-430",0.5,0
"2348","Business Analytics I","Fall 2016","Gradwohl, Ronen","DECS-430-5 (71)","Fall 2016 Bidding Phase II","DECS","Chicago","Thu 6:00 PM - 9:00 PM",1,0,42,65,1,"Evening",0,41,4.3,4.9,4.9,4.8,4.3,4.8,2.6,32,34,2016,"Fall","II","DECS-430",0.5,0
"2349","Business Law","Fall 2016","Rivelli, Timothy","BLAW-435-0 (70)","Fall 2016 Bidding Phase I","BLAW","Chicago","Sat 1:30 PM - 4:30 PM",6,0,55,55,6,"Evening",0,49,4.7,4.9,5.3,4.9,4.9,5.3,2.8,12,22,2016,"Fall","I","BLAW-435",1,0
"2350","Business Law","Fall 2016","Rivelli, Timothy","BLAW-435-0 (70)","Fall 2016 Bidding Phase II","BLAW","Chicago","Sat 1:30 PM - 4:30 PM",3,0,49,55,3,"Evening",0,46,4.7,4.9,5.3,4.9,4.9,5.3,2.8,12,22,2016,"Fall","II","BLAW-435",1,0
"2351","Business Law","Fall 2016","McCareins, Mark","BLAW-435-0 (81)","Fall 2016 Bidding Phase I","BLAW","Evanston","Mon 6:30 PM - 9:30 PM",5,0,10,10,5,"Evening",0,5,5.5,5.7,5.6,5.1,5,5.7,2,50,57,2016,"Fall","I","BLAW-435",1,0
"2352","Business Law","Fall 2016","McCareins, Mark","BLAW-435-0 (81)","Fall 2016 Bidding Phase II","BLAW","Evanston","Mon 6:30 PM - 9:30 PM",1,0,5,10,1,"Evening",0,4,5.5,5.7,5.6,5.1,5,5.7,2,50,57,2016,"Fall","II","BLAW-435",1,0
"2353","Business Law","Fall 2016","McCareins, Mark","BLAW-435-0 (81)","Fall 2016 Bidding Phase I","BLAW","Evanston","Mon 6:30 PM - 9:30 PM",43,0,52,55,43,"Full-Time",0,9,5.5,5.7,5.6,5.1,5,5.7,2,50,57,2016,"Fall","I","BLAW-435",1,0
"2354","Global Corporate Governance","Fall 2016","Shein, James","KIEI-965-0 (70)","Fall 2016 Bidding Phase I","KIEI","Chicago","Mon 6:00 PM - 9:00 PM",21,0,37,37,21,"Evening",0,16,4.6,4.9,4.8,4.7,5.3,5.7,2.5,18,28,2016,"Fall","I","KIEI-965",1,0
"2355","Global Corporate Governance","Fall 2016","Shein, James","KIEI-965-0 (70)","Fall 2016 Bidding Phase II","KIEI","Chicago","Mon 6:00 PM - 9:00 PM",8,0,23,37,8,"Evening",0,15,4.6,4.9,4.8,4.7,5.3,5.7,2.5,18,28,2016,"Fall","II","KIEI-965",1,0
"2356","New Venture Discovery","Fall 2016","Vehovsky, Gabe","KIEI-462-0 (81)","Fall 2016 Bidding Phase I","KIEI","Evanston","Non-Standard Meetings",11,0,23,27,11,"Full-Time",0,12,4.4,4.6,4.9,4.8,4.3,4.6,3.1,18,28,2016,"Fall","I","KIEI-462",1,0
"2357","Introduction to Software Development","Fall 2016","Eng, Brian","KIEI-924-0 (80)","Fall 2016 Bidding Phase II","KIEI","Evanston","Fri 1:30 PM - 4:30 PM",0,0,0,35,0,"Full-Time",0,0,4.8,5.3,5.1,5.2,4.8,5.2,3.2,29,40,2016,"Fall","II","KIEI-924",1,0
"2358","Introduction to Software Development","Fall 2016","Eng, Brian","KIEI-924-0 (80)","Fall 2016 Bidding Phase I","KIEI","Evanston","Fri 1:30 PM - 4:30 PM",2,0,3,3,2,"Evening",0,1,4.8,5.3,5.1,5.2,4.8,5.2,3.2,29,40,2016,"Fall","I","KIEI-924",1,0
"2359","Leadership: Power, Politics and Talk","Fall 2016","Blount, Sally","KACI-469-5 (80)","Fall 2016 Bidding Phase II","KACI","Evanston","Non-Standard Meetings",0,0,0,4,0,"Weekend",0,0,5.2,5.3,5.4,4.9,4.8,5.2,2.5,35,75,2016,"Fall","II","KACI-469",0.5,0
"2360","New Venture Discovery","Fall 2016","Dwyer, Joe","KIEI-462-0 (71)","Fall 2016 Bidding Phase I","KIEI","Chicago","Thu 6:00 PM - 9:00 PM",24,0,32,32,24,"Evening",0,8,4.7,5.3,5.3,5.2,4.6,4.8,2.9,12,26,2016,"Fall","I","KIEI-462",1,0
"2361","New Venture Discovery","Fall 2016","Dwyer, Joe","KIEI-462-0 (71)","Fall 2016 Bidding Phase II","KIEI","Chicago","Thu 6:00 PM - 9:00 PM",7,0,10,32,7,"Evening",0,3,4.7,5.3,5.3,5.2,4.6,4.8,2.9,12,26,2016,"Fall","II","KIEI-462",1,0
"2362","New Venture Discovery","Fall 2016","Vehovsky, Gabe","KIEI-462-0 (81)","Fall 2016 Bidding Phase I","KIEI","Evanston","Non-Standard Meetings",3,0,5,5,3,"Evening",0,2,4.4,4.6,4.9,4.8,4.3,4.6,3.1,18,28,2016,"Fall","I","KIEI-462",1,0
"2363","New Venture Discovery","Fall 2016","Vehovsky, Gabe","KIEI-462-0 (81)","Fall 2016 Bidding Phase II","KIEI","Evanston","Non-Standard Meetings",1,0,2,5,1,"Evening",0,1,4.4,4.6,4.9,4.8,4.3,4.6,3.1,18,28,2016,"Fall","II","KIEI-462",1,0
"2364","Leadership: Power, Politics and Talk","Fall 2016","Blount, Sally","KACI-469-5 (80)","Fall 2016 Bidding Phase II","KACI","Evanston","Non-Standard Meetings",0,0,0,60,0,"Full-Time",0,0,5.2,5.3,5.4,4.9,4.8,5.2,2.5,35,75,2016,"Fall","II","KACI-469",0.5,0
"2365","Perspectives on Leadership","Fall 2016","Hughes, Edward","KACI-467-0 (70)","Fall 2016 Bidding Phase I","KACI","Chicago","Non-Standard Meetings",2,0,3,3,2,"Weekend",0,1,5.1,5.2,5.5,5.4,5,5.6,3.2,35,42,2016,"Fall","I","KACI-467",1,0
"2366","International Finance","Fall 2016","Rebelo, Sergio","FINC-470-0 (70)","Fall 2016 Bidding Phase II","FINC","Chicago","Non-Standard Meetings",0,0,0,3,0,"Weekend",0,0,5.8,6,5.8,5.7,6,5.8,2.9,21,26,2016,"Fall","II","FINC-470",1,0
"2367","Biomedical Marketing","Fall 2016","Calkins, Timothy","HEMA-914-0 (70)","Fall 2016 Bidding Phase I","HEMA","Chicago","Wed 6:00 PM - 9:00 PM",17,0,35,35,17,"Evening",0,18,5.5,5.7,5.7,5.1,4.8,5.8,2.5,16,33,2016,"Fall","I","HEMA-914",1,0
"2368","Biomedical Marketing","Fall 2016","Calkins, Timothy","HEMA-914-0 (70)","Fall 2016 Bidding Phase II","HEMA","Chicago","Wed 6:00 PM - 9:00 PM",4,0,18,35,4,"Evening",0,14,5.5,5.7,5.7,5.1,4.8,5.8,2.5,16,33,2016,"Fall","II","HEMA-914",1,0
"2369","Biomedical Marketing","Fall 2016","Calkins, Timothy","HEMA-914-0 (70)","Fall 2016 Bidding Phase I","HEMA","Chicago","Wed 6:00 PM - 9:00 PM",3,0,5,5,3,"Weekend",0,2,5.5,5.7,5.7,5.1,4.8,5.8,2.5,16,33,2016,"Fall","I","HEMA-914",1,0
"2370","Biomedical Marketing","Fall 2016","Calkins, Timothy","HEMA-914-0 (70)","Fall 2016 Bidding Phase II","HEMA","Chicago","Wed 6:00 PM - 9:00 PM",0,0,2,5,0,"Weekend",0,2,5.5,5.7,5.7,5.1,4.8,5.8,2.5,16,33,2016,"Fall","II","HEMA-914",1,0
"2371","Perspectives on Leadership","Fall 2016","Hughes, Edward","KACI-467-0 (70)","Fall 2016 Bidding Phase I","KACI","Chicago","Non-Standard Meetings",30,0,42,42,30,"Evening",0,12,5.1,5.2,5.5,5.4,5,5.6,3.2,35,42,2016,"Fall","I","KACI-467",1,0
"2372","Perspectives on Leadership","Fall 2016","Hughes, Edward","KACI-467-0 (70)","Fall 2016 Bidding Phase II","KACI","Chicago","Non-Standard Meetings",6,0,17,42,6,"Evening",0,11,5.1,5.2,5.5,5.4,5,5.6,3.2,35,42,2016,"Fall","II","KACI-467",1,0
"2373","Leadership: Power, Politics and Talk","Fall 2016","Blount, Sally","KACI-469-5 (80)","Fall 2016 Bidding Phase I","KACI","Evanston","Non-Standard Meetings",13,0,16,16,13,"Evening",0,3,5.2,5.3,5.4,4.9,4.8,5.2,2.5,35,75,2016,"Fall","I","KACI-469",0.5,0
"2374","Leadership: Power, Politics and Talk","Fall 2016","Blount, Sally","KACI-469-5 (80)","Fall 2016 Bidding Phase II","KACI","Evanston","Non-Standard Meetings",2,0,3,16,2,"Evening",0,1,5.2,5.3,5.4,4.9,4.8,5.2,2.5,35,75,2016,"Fall","II","KACI-469",0.5,0
"2375","Thought Leadership Seminar","Fall 2016","Qian, Nancy","MECN-484-5 (61)","Fall 2016 Bidding Phase I","MECN","Evanston","Mon/Thu 10:30 AM - 12:00 PM",8,0,30,30,8,"Full-Time",0,22,5.6,5.5,5.1,5.5,5.9,5.1,2.5,8,8,2016,"Fall","I","MECN-484",0.5,0
"2376","Thought Leadership Seminar","Fall 2016","Qian, Nancy","MECN-484-5 (61)","Fall 2016 Bidding Phase II","MECN","Evanston","Mon/Thu 10:30 AM - 12:00 PM",18,0,23,30,18,"Full-Time",0,5,5.6,5.5,5.1,5.5,5.9,5.1,2.5,8,8,2016,"Fall","II","MECN-484",0.5,0
"2377","Pricing Strategies","Fall 2016","Dale, Donald","MECN-446-0 (70)","Fall 2016 Bidding Phase I","MECN","Chicago",NA,3,0,10,10,3,"Weekend",0,7,4.8,5.1,5.2,5.3,4.3,5.1,3.3,22,25,2016,"Fall","I","MECN-446",1,0
"2378","Pricing Strategies","Fall 2016","Dale, Donald","MECN-446-0 (70)","Fall 2016 Bidding Phase II","MECN","Chicago",NA,0,0,7,10,0,"Weekend",0,7,4.8,5.1,5.2,5.3,4.3,5.1,3.3,22,25,2016,"Fall","II","MECN-446",1,0
"2379","Macroeconomics","Fall 2016","Hu, Tai-Wei","MECN-450-0 (70)","Fall 2016 Bidding Phase I","MECN","Chicago","Thu 6:00 PM - 9:00 PM",1,0,10,10,1,"Weekend",0,9,4.4,4.4,5.6,5.4,5.5,5.1,3,8,9,2016,"Fall","I","MECN-450",1,0
"2380","Macroeconomics","Fall 2016","Hu, Tai-Wei","MECN-450-0 (70)","Fall 2016 Bidding Phase II","MECN","Chicago","Thu 6:00 PM - 9:00 PM",0,0,9,10,0,"Weekend",0,9,4.4,4.4,5.6,5.4,5.5,5.1,3,8,9,2016,"Fall","II","MECN-450",1,0
"2381","Marketing Management","Fall 2016","Tybout, Alice","MKTG-430-0 (71)","Fall 2016 Bidding Phase I","MKTG","Chicago","Wed 6:00 PM - 9:00 PM",25,0,65,65,25,"Evening",0,40,5.2,5.4,5.4,5,5.5,5.6,3.2,22,23,2016,"Fall","I","MKTG-430",1,0
"2382","Marketing Research and Analytics","Fall 2016","Bockenholt, Ulf","MKTG-450-0 (71)","Fall 2016 Bidding Phase I","MKTG","Chicago","Thu 6:00 PM - 9:00 PM",20,0,65,65,20,"Evening",0,45,4.6,5,5.3,5.4,4.6,5.2,3.3,16,20,2016,"Fall","I","MKTG-450",1,0
"2383","Marketing Research and Analytics","Fall 2016","Bockenholt, Ulf","MKTG-450-0 (71)","Fall 2016 Bidding Phase II","MKTG","Chicago","Thu 6:00 PM - 9:00 PM",2,0,47,65,2,"Evening",0,45,4.6,5,5.3,5.4,4.6,5.2,3.3,16,20,2016,"Fall","II","MKTG-450",1,0
"2384","Business-to-Business (B2B) Marketing","Fall 2016","Berggren, Eric","MKTG-453-0 (71)","Fall 2016 Bidding Phase I","MKTG","Chicago","Non-Standard Meetings",18,0,65,65,18,"Evening",0,47,4.8,5,5,4.7,4.1,5.2,2.3,12,14,2016,"Fall","I","MKTG-453",1,0
"2385","Business-to-Business (B2B) Marketing","Fall 2016","Berggren, Eric","MKTG-453-0 (71)","Fall 2016 Bidding Phase II","MKTG","Chicago","Non-Standard Meetings",2,0,49,65,2,"Evening",0,47,4.8,5,5,4.7,4.1,5.2,2.3,12,14,2016,"Fall","II","MKTG-453",1,0
"2386","Retail Analytics","Fall 2016","Anderson, Eric","MKTG-462-0 (70)","Fall 2016 Bidding Phase I","MKTG","Chicago","Sat 9:00 AM - 12:00 PM",18,0,25,25,18,"Evening",0,7,5.9,5.9,5.9,5.9,5.6,5.8,3.9,31,36,2016,"Fall","I","MKTG-462",1,0
"2387","Retail Analytics","Fall 2016","Anderson, Eric","MKTG-462-0 (70)","Fall 2016 Bidding Phase II","MKTG","Chicago","Sat 9:00 AM - 12:00 PM",1,0,7,25,1,"Evening",0,6,5.9,5.9,5.9,5.9,5.6,5.8,3.9,31,36,2016,"Fall","II","MKTG-462",1,0
"2388","Retail Analytics","Fall 2016","Anderson, Eric","MKTG-462-0 (80)","Fall 2016 Bidding Phase I","MKTG","Evanston","Fri 1:30 PM - 4:30 PM",3,0,7,7,3,"Evening",0,4,5.4,5.4,5.7,5.7,5.4,5.5,3.4,43,56,2016,"Fall","I","MKTG-462",1,0
"2389","Retail Analytics","Fall 2016","Anderson, Eric","MKTG-462-0 (80)","Fall 2016 Bidding Phase II","MKTG","Evanston","Fri 1:30 PM - 4:30 PM",0,0,4,7,0,"Evening",0,4,5.4,5.4,5.7,5.7,5.4,5.5,3.4,43,56,2016,"Fall","II","MKTG-462",1,0
"2390","Marketing Strategy","Fall 2016","Krishnamurthi, Lakshman","MKTG-466-0 (70)","Fall 2016 Bidding Phase I","MKTG","Chicago","Mon 6:00 PM - 9:00 PM",43,0,60,60,43,"Evening",0,17,5,5.3,5.2,5.2,5.3,5.5,3.2,32,34,2016,"Fall","I","MKTG-466",1,0
"2391","Marketing Strategy","Fall 2016","Krishnamurthi, Lakshman","MKTG-466-0 (70)","Fall 2016 Bidding Phase II","MKTG","Chicago","Mon 6:00 PM - 9:00 PM",3,0,23,60,3,"Evening",0,20,5,5.3,5.2,5.2,5.3,5.5,3.2,32,34,2016,"Fall","II","MKTG-466",1,0
"2392","Consumers, Culture, and Leadership","Fall 2016","Carpenter, Gregory","MKTG-918-5 (80)","Fall 2016 Bidding Phase I","MKTG","Evanston","Fri 1:30 PM - 4:30 PM",3,0,6,6,3,"Evening",0,3,4.6,5,4.9,4.4,5.1,5.3,2.1,15,47,2016,"Fall","I","MKTG-918",0.5,0
"2393","Consumers, Culture, and Leadership","Fall 2016","Carpenter, Gregory","MKTG-918-5 (80)","Fall 2016 Bidding Phase II","MKTG","Evanston","Fri 1:30 PM - 4:30 PM",1,0,3,6,1,"Evening",0,2,4.6,5,4.9,4.4,5.1,5.3,2.1,15,47,2016,"Fall","II","MKTG-918",0.5,0
"2394","Values Based Leadership","Fall 2016","Feddersen, Timothy","KPPI-460-0 (81)","Fall 2016 Bidding Phase I","KPPI","Evanston","Mon 6:30 PM - 9:30 PM",3,0,10,10,3,"Evening",0,7,3.9,4.1,4.2,4.4,4.6,4.7,2.7,31,40,2016,"Fall","I","KPPI-460",1,0
"2395","Values Based Leadership","Fall 2016","Feddersen, Timothy","KPPI-460-0 (81)","Fall 2016 Bidding Phase II","KPPI","Evanston","Mon 6:30 PM - 9:30 PM",1,0,9,10,1,"Evening",0,8,3.9,4.1,4.2,4.4,4.6,4.7,2.7,31,40,2016,"Fall","II","KPPI-460",1,0
